Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_0065,IT,13,171856.28,23,5.60,18,Agile,Senior,1,4,2.93,Planning,Stable,0.10,0.45,3,4.69,Low,Familiar,1,Low,0.00,0.78,Weak,Internal,0.96,1.22,0.83,High,2.04,5,0.91,0.46,Junior PM,Optimizing,Low,Moderate,Poor,Time & Materials,High,Low,Occasional,Advanced,Formal,Fully Colocated,Poor,7,7,0.91,High
PROJ_0066,Construction,19,2923892.23,30,8.40,3,Agile,Mixed,1,4,1.74,Planning,Unstable,0.13,0.85,3,4.92,Medium,Familiar,4,Low,0.86,0.76,Weak,Government,0.42,8.22,0.85,Critical,2.26,6,0.57,0.85,Mid-level PM,Ad-hoc,Strict,Poor,Poor,Cost-Plus,High,High,Occasional,Formal,Formal,Fully Colocated,Good,10,7,1.12,Medium
PROJ_0067,IT,49,1647330.14,18,9.60,3,Agile,Mixed,0,0,2.78,Closure,Unstable,0.08,0.37,2,3.35,High,New,1,High,0.84,0.58,Strong,Mixed,0.74,9.93,0.42,Critical,1.75,6,0.52,0.30,Mid-level PM,Defined,Low,Excellent,Poor,Fixed-Price,High,High,Occasional,Basic,Basic,Fully Colocated,Poor,9,11,1.15,High
PROJ_0068,Healthcare,41,608767.77,30,8.30,13,Hybrid,Senior,1,0,0.96,Closure,Moderate,0.37,0.43,4,6.54,Critical,Expert,1,Excellent,0.91,0.70,Weak,Internal,0.84,8.68,0.64,Critical,1.32,7,0.58,0.34,Junior PM,Defined,Medium,Excellent,Stable,Cost-Plus,Low,High,Occasional,Formal,None,Fully Remote,Poor,11,6,0.85,High
PROJ_0069,R&D,49,1549071.59,13,6.71,8,Agile,Mid-level,0,3,1.49,Execution,Moderate,0.25,0.54,3,4.09,Low,Familiar,2,High,0.13,0.54,Strong,External,0.22,4.82,0.53,High,2.36,9,0.57,0.78,Senior PM,Optimizing,High,Good,Stable,Fixed-Price,High,Extreme,Occasional,Basic,Basic,Fully Remote,Good,4,4,1.01,Low
PROJ_0070,Healthcare,27,1968687.87,22,3.32,15,Waterfall,Mid-level,0,0,1.00,Initiation,Stable,0.46,0.39,2,4.04,Critical,Expert,4,Excellent,0.32,0.31,Weak,Government,0.57,9.95,0.48,Low,0.26,2,0.73,0.30,Senior PM,Defined,Medium,Poor,Stable,Cost-Plus,Low,Moderate,First-time,Basic,None,Fully Remote,Basic,5,10,0.98,High
PROJ_0071,Manufacturing,41,379813.13,20,3.57,9,Agile,Senior,3,2,0.56,Execution,Stable,0.59,0.74,0,2.79,High,Expert,3,High,0.83,0.53,Strong,Mixed,0.28,3.99,0.49,High,0.24,7,0.88,0.09,Junior PM,Ad-hoc,Strict,Moderate,Poor,Time & Materials,High,Moderate,Strategic,Advanced,Formal,Fully Remote,Excellent,4,9,0.87,Medium
PROJ_0072,IT,20,1710290.81,19,6.14,15,Agile,Senior,1,2,1.69,Closure,Stable,0.21,0.46,0,6.67,High,Familiar,4,Medium,0.28,0.40,Strong,Internal,0.29,2.15,0.99,Critical,0.73,7,0.66,0.70,Mid-level PM,Defined,Low,Moderate,Moderate,Fixed-Price,Medium,High,Regular,Formal,Advanced,Fully Remote,Excellent,1,9,1.05,High
PROJ_0073,IT,17,787968.31,13,9.81,8,Hybrid,Mid-level,4,2,1.67,Planning,Unstable,0.15,0.60,0,4.77,Low,Expert,1,Low,0.57,1.12,Strong,Internal,0.59,7.32,0.53,High,1.40,8,0.47,0.23,Mid-level PM,Ad-hoc,High,Poor,Poor,Time & Materials,Low,Extreme,Occasional,Basic,Formal,Fully Remote,Good,4,2,1.16,High
PROJ_0074,Construction,10,269834.58,17,7.81,7,Agile,Junior,4,3,0.82,Execution,Stable,0.17,0.66,3,4.20,Critical,Familiar,1,Low,0.44,0.53,Weak,External,0.98,6.07,0.43,Medium,1.16,1,0.97,0.86,Mid-level PM,Defined,Low,Moderate,Stable,Time & Materials,Low,High,Occasional,Basic,Formal,Hybrid,Poor,11,1,0.90,Medium
PROJ_0075,Healthcare,16,639598.76,11,1.25,16,Scrum,Mixed,1,3,1.18,Planning,Stable,0.30,0.62,1,4.49,High,New,2,Low,0.58,1.14,Strong,Internal,0.89,1.84,0.37,Medium,0.54,8,0.69,0.28,Senior PM,Managed,Low,Moderate,Stable,Fixed-Price,Low,Low,Regular,Advanced,None,Hybrid,Good,6,7,1.15,Low
PROJ_0076,Healthcare,49,2140021.90,11,9.91,10,Agile,Junior,2,2,2.72,Initiation,Unstable,0.29,0.91,0,6.17,Low,Familiar,3,Excellent,0.31,0.91,Weak,External,0.12,6.75,0.56,Critical,1.24,7,0.61,0.19,Junior PM,Optimizing,Medium,Good,Poor,Time & Materials,Low,Extreme,Regular,Formal,None,Fully Remote,Excellent,2,1,1.12,Medium
PROJ_0077,R&D,45,2713929.21,6,5.42,15,Agile,Mixed,1,4,2.24,Planning,Unstable,0.53,0.90,3,6.24,Low,Expert,3,Excellent,0.86,0.33,Weak,Mixed,0.56,3.61,0.86,Critical,1.52,9,0.53,0.70,Junior PM,Optimizing,Low,Poor,Poor,Fixed-Price,Medium,High,First-time,Formal,Basic,Fully Colocated,Excellent,6,4,0.95,High
PROJ_0078,IT,5,1037352.00,10,9.79,10,Hybrid,Mixed,1,0,0.86,Closure,Unstable,0.55,0.67,4,4.95,Medium,Familiar,3,Low,0.62,1.07,Strong,Government,0.82,3.53,0.48,Low,2.99,2,0.94,0.23,Mid-level PM,Ad-hoc,Strict,Moderate,Stable,Fixed-Price,High,Extreme,Regular,Advanced,Formal,Fully Remote,Excellent,10,10,0.86,High
PROJ_0079,R&D,39,1607816.97,29,2.85,3,Scrum,Mixed,4,2,1.77,Execution,Stable,0.58,0.92,0,3.90,High,New,1,Low,0.74,0.95,Strong,Internal,0.73,1.25,0.78,Critical,0.23,6,0.67,0.70,Junior PM,Managed,Medium,Moderate,Stable,Cost-Plus,Low,Extreme,Regular,Advanced,None,Hybrid,Basic,2,11,1.09,High
PROJ_0080,Healthcare,18,2295821.90,8,2.21,19,Kanban,Mid-level,0,3,1.34,Execution,Stable,0.24,0.48,4,5.68,Low,Familiar,4,High,0.13,1.02,Strong,Internal,0.14,4.16,0.68,Low,2.00,9,0.56,0.51,Junior PM,Ad-hoc,Medium,Good,Poor,Time & Materials,High,Extreme,Strategic,Formal,Advanced,Fully Remote,Excellent,9,9,1.00,Critical
PROJ_0081,IT,31,700573.41,14,6.36,16,Kanban,Mid-level,4,4,2.10,Execution,Stable,0.56,0.42,2,4.38,High,New,2,Medium,0.62,0.70,Strong,Government,0.81,1.29,0.99,Low,0.51,5,0.97,0.85,Mid-level PM,Managed,Medium,Moderate,Moderate,Cost-Plus,Low,Moderate,First-time,Basic,Basic,Fully Remote,Good,7,11,1.10,Critical
PROJ_0082,Construction,12,947421.46,20,4.41,13,Kanban,Mid-level,2,4,0.52,Initiation,Stable,0.28,0.55,2,3.03,Low,Familiar,3,Low,0.92,0.92,Strong,Internal,0.92,2.43,0.35,Critical,0.36,2,0.83,0.12,Junior PM,Defined,Strict,Moderate,Poor,Cost-Plus,Medium,Low,Strategic,Formal,Basic,Fully Remote,Basic,7,7,1.18,Low
PROJ_0083,Manufacturing,48,1547342.62,25,5.79,12,Hybrid,Senior,3,2,2.31,Closure,Stable,0.43,0.94,3,1.83,Critical,Familiar,4,Excellent,0.43,0.97,Strong,Mixed,0.45,7.26,0.49,High,1.98,7,0.73,0.58,Senior PM,Optimizing,High,Poor,Stable,Fixed-Price,Low,Low,First-time,Formal,Formal,Hybrid,Good,7,5,1.04,High
PROJ_0084,Healthcare,19,2253764.39,26,5.34,16,Kanban,Junior,3,3,1.21,Initiation,Stable,0.04,0.88,3,1.31,Critical,Familiar,4,High,0.96,0.73,Moderate,External,0.33,1.39,0.50,Low,1.40,1,0.90,0.71,Mid-level PM,Optimizing,Strict,Moderate,Poor,Cost-Plus,Low,Low,First-time,Formal,None,Fully Colocated,Poor,11,2,1.15,Low
PROJ_0085,Healthcare,30,1585170.36,23,1.52,2,Waterfall,Mid-level,0,2,0.60,Planning,Moderate,0.07,0.51,1,5.11,High,Familiar,1,High,0.44,0.93,Strong,Internal,0.79,7.55,0.56,Critical,2.44,1,0.82,0.48,Mid-level PM,Defined,High,Excellent,Stable,Fixed-Price,High,Extreme,First-time,Formal,Advanced,Fully Colocated,Poor,4,1,1.04,Low
PROJ_0086,Healthcare,31,396762.12,21,7.80,12,Kanban,Mid-level,3,3,2.83,Planning,Unstable,0.31,0.51,4,6.16,Critical,Expert,1,High,0.58,1.12,Moderate,Internal,0.37,5.50,0.52,Medium,1.10,3,0.48,0.99,Senior PM,Optimizing,Strict,Excellent,Stable,Cost-Plus,Low,Low,Occasional,Formal,Formal,Hybrid,Good,2,1,1.13,Critical
PROJ_0087,Healthcare,26,1169996.26,11,5.32,8,Waterfall,Mixed,1,3,0.43,Closure,Unstable,0.58,0.79,2,2.90,High,New,3,High,0.22,0.46,Weak,Government,0.33,8.57,0.96,High,1.81,3,0.42,0.21,Mid-level PM,Ad-hoc,High,Good,Stable,Fixed-Price,Medium,Moderate,Strategic,Formal,Basic,Hybrid,Basic,5,3,0.95,Medium
PROJ_0088,IT,7,398180.56,30,1.21,13,Kanban,Mixed,3,0,0.93,Initiation,Moderate,0.38,0.71,0,3.06,Low,Familiar,1,Excellent,0.33,0.95,Weak,Internal,0.24,1.23,0.42,High,1.73,4,0.43,0.25,Junior PM,Optimizing,Medium,Poor,Poor,Fixed-Price,Low,Moderate,Occasional,Basic,None,Hybrid,Excellent,9,6,1.13,Medium
PROJ_0089,Healthcare,2,963897.51,13,4.38,6,Waterfall,Senior,4,2,0.25,Planning,Moderate,0.25,0.93,1,3.32,Critical,Expert,4,Medium,0.35,0.97,Moderate,Mixed,0.53,6.03,0.30,Medium,1.66,6,0.99,0.13,Junior PM,Optimizing,Medium,Excellent,Stable,Cost-Plus,Medium,Extreme,Occasional,Advanced,None,Fully Remote,Basic,3,7,0.95,Low
PROJ_0090,R&D,44,1342392.38,16,3.97,9,Scrum,Mixed,3,1,2.61,Initiation,Moderate,0.25,0.78,1,4.75,Low,Expert,1,Excellent,0.43,0.55,Weak,Mixed,0.50,8.74,0.48,High,1.67,4,0.54,0.53,Senior PM,Optimizing,Medium,Moderate,Stable,Time & Materials,High,Extreme,Regular,Basic,Formal,Fully Colocated,Basic,6,1,1.01,Medium
PROJ_0091,Construction,20,2339338.35,17,3.07,14,Kanban,Mixed,1,2,0.61,Execution,Unstable,0.36,0.52,1,4.63,Medium,New,2,Low,0.54,0.75,Strong,Internal,0.84,8.49,0.77,Medium,1.28,8,0.53,0.45,Mid-level PM,Ad-hoc,High,Good,Moderate,Time & Materials,Medium,Moderate,Occasional,Formal,None,Fully Colocated,Basic,7,3,1.17,Low
PROJ_0092,Construction,9,645742.44,21,3.09,8,Waterfall,Mixed,1,4,1.27,Initiation,Stable,0.55,0.63,4,2.77,Low,New,3,Excellent,0.58,0.83,Moderate,Government,0.21,6.24,0.86,Critical,0.58,8,0.69,0.76,Mid-level PM,Ad-hoc,Medium,Poor,Poor,Fixed-Price,Low,Moderate,Occasional,Formal,Formal,Fully Colocated,Basic,3,3,1.15,High
PROJ_0093,Manufacturing,7,488946.77,6,8.80,10,Waterfall,Senior,2,0,0.96,Execution,Moderate,0.54,0.42,3,1.70,Medium,New,1,Low,0.16,1.09,Moderate,Government,0.53,4.43,0.69,Critical,0.51,1,0.71,0.44,Senior PM,Optimizing,High,Poor,Moderate,Fixed-Price,Low,High,Strategic,Formal,Advanced,Fully Remote,Poor,2,8,1.15,Critical
PROJ_0094,IT,22,830739.16,5,7.98,10,Agile,Mixed,1,1,2.79,Initiation,Unstable,0.25,0.72,4,5.27,Low,Expert,2,Low,0.14,0.76,Moderate,External,0.02,7.26,0.77,Low,0.85,5,0.57,0.83,Junior PM,Optimizing,Low,Moderate,Moderate,Time & Materials,Medium,Extreme,Occasional,Formal,Basic,Fully Remote,Basic,11,4,1.11,High
PROJ_0095,R&D,41,812979.84,14,5.14,8,Agile,Junior,1,3,2.36,Closure,Moderate,0.50,0.48,1,3.28,High,New,1,Low,0.53,0.93,Strong,Government,0.08,4.93,0.50,Low,1.32,8,0.66,0.34,Junior PM,Optimizing,Medium,Excellent,Moderate,Time & Materials,High,High,First-time,Basic,Basic,Fully Colocated,Good,2,1,1.15,Critical
PROJ_0096,Healthcare,14,1484883.58,20,3.78,10,Scrum,Junior,1,1,1.56,Initiation,Moderate,0.35,0.40,4,2.98,Medium,New,4,Medium,0.98,0.65,Weak,External,0.57,4.94,0.45,Low,0.14,7,0.57,0.35,Senior PM,Optimizing,High,Moderate,Poor,Cost-Plus,Low,Moderate,Regular,Advanced,None,Hybrid,Basic,5,8,0.81,Medium
PROJ_0097,IT,21,465604.22,5,4.16,2,Scrum,Junior,1,3,2.92,Initiation,Unstable,0.14,0.83,1,3.27,High,Familiar,4,Medium,0.43,1.03,Weak,Mixed,0.95,2.44,0.74,Critical,2.16,3,0.65,0.61,Junior PM,Optimizing,Strict,Good,Moderate,Cost-Plus,Medium,High,Strategic,Advanced,None,Fully Colocated,Excellent,7,1,1.09,Medium
PROJ_0098,IT,5,589952.52,16,9.68,14,Scrum,Mid-level,0,4,2.65,Execution,Unstable,0.33,0.86,3,5.81,Low,New,4,Low,0.09,0.54,Strong,External,0.77,8.78,0.79,Low,0.32,2,0.51,0.42,Mid-level PM,Managed,High,Excellent,Poor,Cost-Plus,High,Low,Strategic,Basic,Formal,Fully Remote,Basic,3,3,0.86,Medium
PROJ_0099,Healthcare,6,629456.31,33,1.95,2,Kanban,Mid-level,1,4,1.15,Execution,Moderate,0.26,0.68,2,4.88,Critical,New,2,High,0.51,1.10,Weak,Mixed,0.96,1.59,0.60,Medium,1.99,1,0.74,0.45,Senior PM,Optimizing,Low,Poor,Moderate,Cost-Plus,High,High,Strategic,Formal,None,Fully Remote,Excellent,7,6,0.90,Low
PROJ_0100,IT,29,1991197.47,28,3.11,11,Hybrid,Junior,2,1,2.39,Closure,Stable,0.43,0.77,2,6.50,Critical,Expert,1,Medium,0.25,0.83,Strong,Internal,0.66,4.48,0.75,Low,1.11,2,0.63,0.73,Mid-level PM,Optimizing,Low,Poor,Poor,Fixed-Price,High,Low,First-time,Advanced,Formal,Fully Colocated,Good,2,2,0.99,High
PROJ_0101,Manufacturing,42,1247910.97,35,4.89,2,Scrum,Mid-level,3,1,0.10,Initiation,Stable,0.01,0.83,1,2.29,Critical,Familiar,1,Excellent,0.30,0.35,Strong,Government,0.54,4.05,0.45,High,1.79,9,0.84,0.94,Senior PM,Optimizing,Medium,Poor,Moderate,Time & Materials,Medium,Extreme,Regular,Formal,None,Fully Remote,Excellent,8,3,1.01,Low
PROJ_0102,R&D,25,2810470.81,3,3.66,18,Kanban,Mixed,4,2,0.65,Planning,Stable,0.42,0.94,1,1.22,Medium,Familiar,1,Excellent,0.72,0.80,Weak,Government,0.48,2.70,0.99,Low,1.43,9,0.90,0.02,Junior PM,Defined,Medium,Excellent,Moderate,Cost-Plus,High,Low,Occasional,Basic,None,Fully Remote,Basic,6,6,1.13,Medium
PROJ_0103,Construction,42,1283125.64,5,3.43,5,Agile,Junior,3,2,1.31,Execution,Moderate,0.07,0.49,4,5.51,Low,Familiar,3,Excellent,0.96,0.42,Moderate,Government,0.97,1.91,0.73,High,1.90,4,0.73,0.64,Junior PM,Ad-hoc,Strict,Moderate,Stable,Fixed-Price,Medium,Low,First-time,Basic,Basic,Fully Colocated,Basic,5,10,1.10,High
PROJ_0104,Manufacturing,13,164913.58,7,7.27,19,Agile,Senior,3,3,2.64,Initiation,Moderate,0.52,0.54,1,6.23,Medium,Expert,3,High,0.61,0.74,Weak,Mixed,0.23,5.57,0.70,Medium,2.38,3,0.66,0.51,Mid-level PM,Ad-hoc,Strict,Poor,Poor,Time & Materials,Low,Moderate,Regular,Formal,None,Hybrid,Basic,1,10,1.02,Critical
PROJ_0105,R&D,42,641083.59,5,4.22,19,Agile,Senior,3,3,1.09,Closure,Unstable,0.07,0.90,2,4.39,Low,Expert,3,Low,0.13,1.03,Weak,Mixed,0.82,7.03,0.78,High,2.48,8,0.43,0.45,Mid-level PM,Ad-hoc,Low,Excellent,Moderate,Cost-Plus,Low,Extreme,Occasional,Basic,Basic,Hybrid,Basic,2,5,0.88,Medium
PROJ_0106,Construction,6,2235491.20,27,3.68,17,Waterfall,Mid-level,0,4,0.64,Planning,Moderate,0.58,0.97,3,5.18,Medium,Familiar,1,Medium,0.84,0.60,Strong,Internal,0.92,7.80,0.54,Medium,0.10,6,0.52,0.31,Junior PM,Ad-hoc,High,Moderate,Poor,Time & Materials,Medium,Low,Strategic,Basic,Advanced,Fully Colocated,Poor,8,4,1.03,Medium
PROJ_0107,IT,24,2135791.74,35,4.25,10,Agile,Mid-level,2,4,1.75,Planning,Unstable,0.08,0.41,3,1.47,Critical,Familiar,1,Low,0.54,1.19,Weak,External,0.98,3.74,0.60,Low,2.75,8,0.45,0.24,Junior PM,Defined,High,Moderate,Moderate,Cost-Plus,Medium,Low,Regular,Basic,Advanced,Fully Colocated,Poor,2,5,0.90,High
PROJ_0108,Healthcare,2,520613.21,17,4.78,2,Scrum,Senior,1,0,1.64,Planning,Stable,0.53,0.57,1,4.83,Critical,New,3,Low,0.28,0.82,Weak,Government,0.12,5.96,0.73,Critical,1.33,6,0.70,0.78,Junior PM,Defined,Strict,Excellent,Poor,Cost-Plus,High,Low,Occasional,Formal,Basic,Fully Remote,Excellent,1,6,1.17,High
PROJ_0109,Manufacturing,45,1500356.54,28,5.85,7,Agile,Junior,4,0,0.23,Planning,Stable,0.01,0.80,1,6.94,Medium,Expert,4,Medium,0.72,0.43,Weak,Internal,0.65,5.35,0.37,Low,1.04,6,0.63,0.79,Junior PM,Optimizing,High,Excellent,Stable,Cost-Plus,Low,High,First-time,Formal,None,Fully Remote,Basic,3,2,0.95,Low
PROJ_0110,Construction,8,873688.05,13,6.14,9,Scrum,Mixed,2,1,1.09,Closure,Moderate,0.03,0.66,4,4.37,Low,Expert,3,Low,0.08,1.07,Strong,Government,0.47,4.21,0.87,Low,0.51,7,0.53,0.17,Junior PM,Managed,Medium,Good,Moderate,Fixed-Price,Medium,Low,Strategic,Formal,Advanced,Fully Colocated,Excellent,1,6,0.85,Medium
PROJ_0111,Construction,21,2538685.74,34,5.52,16,Kanban,Mid-level,3,2,0.57,Initiation,Stable,0.16,0.49,4,1.44,Critical,Familiar,2,Medium,0.10,1.16,Strong,Government,0.89,7.49,0.90,Low,2.02,2,0.44,0.28,Mid-level PM,Managed,Strict,Poor,Moderate,Cost-Plus,Low,Extreme,First-time,Advanced,Advanced,Fully Remote,Good,6,10,1.05,High
PROJ_0112,R&D,9,1246864.91,13,9.07,2,Hybrid,Junior,3,4,0.78,Planning,Unstable,0.03,0.85,2,3.66,Critical,Expert,2,Medium,0.49,0.31,Moderate,Government,0.75,4.96,0.49,Low,1.55,7,0.84,0.28,Junior PM,Defined,Medium,Good,Moderate,Time & Materials,Medium,Extreme,Regular,Advanced,Formal,Hybrid,Poor,8,3,1.13,Low
PROJ_0113,R&D,29,2760047.13,27,4.20,12,Scrum,Mixed,1,1,1.65,Closure,Stable,0.30,0.39,4,3.69,Critical,Familiar,1,Excellent,0.48,0.83,Weak,Government,0.38,6.08,0.66,High,1.41,1,0.51,0.81,Junior PM,Managed,High,Moderate,Moderate,Cost-Plus,Low,High,Regular,Advanced,Basic,Fully Colocated,Good,4,8,0.91,Critical
PROJ_0114,R&D,33,2554093.89,28,6.03,16,Hybrid,Mid-level,3,3,0.63,Initiation,Unstable,0.52,0.77,1,4.65,Medium,New,2,High,0.82,0.66,Strong,Internal,0.68,8.40,0.77,Medium,0.53,1,0.93,0.83,Junior PM,Optimizing,High,Moderate,Moderate,Time & Materials,Low,Moderate,Strategic,Formal,Advanced,Fully Colocated,Basic,7,3,0.86,High
PROJ_0115,IT,35,1857660.86,27,4.19,17,Waterfall,Senior,2,4,0.30,Closure,Moderate,0.22,1.00,1,2.78,High,New,4,Excellent,0.06,0.97,Moderate,Internal,0.25,1.79,0.47,Low,1.41,2,0.74,0.59,Senior PM,Optimizing,High,Poor,Moderate,Time & Materials,Low,High,Occasional,Advanced,Formal,Fully Remote,Basic,5,1,1.18,Low
PROJ_0116,IT,25,1089021.29,16,5.01,3,Scrum,Mid-level,4,3,2.55,Execution,Unstable,0.54,0.82,3,3.76,Low,Familiar,2,High,0.36,0.40,Weak,Internal,0.49,6.20,0.95,High,1.29,9,0.95,0.30,Mid-level PM,Optimizing,High,Poor,Moderate,Fixed-Price,High,Moderate,Strategic,Advanced,Advanced,Fully Colocated,Poor,8,3,0.86,High
PROJ_0117,Healthcare,32,2710413.12,26,8.64,19,Hybrid,Junior,3,1,2.91,Planning,Stable,0.48,0.73,4,6.94,Low,Expert,1,Medium,0.26,0.31,Weak,Government,0.20,8.00,0.88,High,0.31,1,0.80,0.88,Senior PM,Optimizing,High,Poor,Poor,Time & Materials,High,Extreme,Occasional,Basic,None,Fully Remote,Good,10,11,1.07,Critical
PROJ_0118,Manufacturing,20,2338027.22,33,6.97,7,Kanban,Mixed,1,4,0.40,Execution,Unstable,0.26,0.72,1,3.91,Low,Familiar,3,Medium,0.86,1.09,Weak,Mixed,0.48,7.88,0.89,High,0.38,7,0.44,0.01,Junior PM,Ad-hoc,Medium,Moderate,Stable,Time & Materials,High,Extreme,Occasional,Advanced,Formal,Hybrid,Poor,6,4,1.07,Medium
PROJ_0119,R&D,17,1392143.97,7,6.04,6,Hybrid,Mid-level,0,2,0.23,Execution,Moderate,0.03,0.71,0,4.48,Low,New,1,Medium,0.15,0.81,Moderate,Government,0.90,1.39,0.57,Medium,1.80,6,0.90,0.30,Mid-level PM,Ad-hoc,High,Moderate,Poor,Fixed-Price,Low,Extreme,Occasional,Formal,Advanced,Fully Colocated,Excellent,11,7,0.88,Low
PROJ_0120,Construction,47,2876895.62,7,1.77,15,Hybrid,Mid-level,4,1,1.80,Execution,Moderate,0.19,0.88,4,3.20,Critical,Familiar,4,High,0.71,1.17,Weak,External,0.01,6.16,0.98,Critical,2.26,3,0.82,0.86,Junior PM,Managed,Low,Good,Moderate,Cost-Plus,Medium,Moderate,Strategic,Formal,Advanced,Fully Colocated,Excellent,3,8,1.02,Low
PROJ_0121,IT,10,1472736.73,29,5.74,7,Waterfall,Mid-level,3,1,0.53,Closure,Stable,0.52,0.58,1,2.11,High,Expert,3,Low,0.25,0.90,Strong,Government,0.75,1.29,0.79,Medium,2.29,7,0.95,0.93,Senior PM,Defined,Medium,Poor,Moderate,Fixed-Price,Low,Low,Regular,Formal,Basic,Fully Remote,Poor,11,8,1.13,High
PROJ_0122,R&D,24,451678.53,30,7.85,9,Hybrid,Junior,0,3,2.14,Execution,Unstable,0.53,0.49,2,5.83,Low,New,2,Low,0.63,1.16,Strong,External,0.25,1.32,0.94,High,2.28,1,0.95,0.91,Mid-level PM,Defined,Medium,Excellent,Stable,Fixed-Price,High,High,Strategic,Basic,None,Hybrid,Basic,2,11,0.99,Critical
PROJ_0123,Healthcare,4,2094063.14,10,5.01,4,Hybrid,Senior,3,4,0.23,Planning,Unstable,0.46,0.55,2,6.68,Medium,Expert,2,Excellent,0.34,0.96,Weak,Government,0.35,1.05,0.55,Medium,0.44,6,0.44,0.90,Senior PM,Optimizing,Strict,Good,Moderate,Time & Materials,Medium,Extreme,Regular,Basic,Basic,Fully Remote,Excellent,2,11,1.08,Critical
PROJ_0124,Healthcare,21,363180.13,12,6.33,5,Agile,Senior,3,1,1.08,Initiation,Moderate,0.22,0.44,2,1.44,Critical,Expert,3,Excellent,0.96,1.09,Moderate,Mixed,0.57,7.58,0.69,High,0.10,2,0.82,0.52,Mid-level PM,Ad-hoc,Strict,Moderate,Poor,Cost-Plus,Medium,Moderate,Occasional,Formal,None,Fully Colocated,Good,8,7,0.82,High
PROJ_0125,R&D,40,1335213.44,14,5.38,18,Waterfall,Senior,1,3,1.50,Execution,Stable,0.35,0.88,2,1.16,Critical,Expert,2,Low,0.18,1.06,Moderate,Mixed,0.09,7.01,0.59,Critical,2.58,4,0.67,0.63,Senior PM,Optimizing,Strict,Good,Moderate,Cost-Plus,Low,Extreme,Occasional,Formal,Formal,Hybrid,Poor,10,5,1.13,Low
PROJ_0126,Manufacturing,35,2176661.52,13,1.27,9,Waterfall,Mixed,1,2,2.96,Closure,Moderate,0.18,0.82,1,5.21,High,Familiar,3,Low,0.71,0.53,Strong,Government,0.31,5.95,0.88,High,1.75,3,0.74,0.02,Mid-level PM,Ad-hoc,Medium,Moderate,Poor,Time & Materials,High,Extreme,Occasional,Advanced,Advanced,Fully Remote,Excellent,3,9,0.93,Low
PROJ_0127,Healthcare,9,317515.59,33,8.19,13,Kanban,Senior,1,4,2.68,Planning,Stable,0.06,0.35,3,6.20,High,Expert,4,Medium,0.30,1.10,Moderate,Mixed,0.41,8.80,0.76,Critical,1.40,8,0.54,0.82,Mid-level PM,Managed,Strict,Poor,Stable,Cost-Plus,Medium,High,Occasional,Formal,Basic,Fully Remote,Basic,2,8,0.91,Critical
PROJ_0128,Manufacturing,15,812089.48,21,1.20,7,Waterfall,Junior,2,1,2.63,Closure,Moderate,0.30,0.61,3,5.04,High,Expert,1,Excellent,0.60,0.91,Weak,External,0.73,6.08,0.86,Critical,1.64,0,0.59,0.30,Senior PM,Managed,High,Moderate,Stable,Time & Materials,Low,High,Strategic,Advanced,Advanced,Fully Remote,Good,5,1,1.10,High
PROJ_0129,Healthcare,16,2144581.88,14,7.96,6,Agile,Junior,2,1,0.58,Initiation,Moderate,0.18,0.50,4,5.20,Low,New,4,Excellent,0.36,0.47,Weak,External,0.47,2.28,0.62,Critical,2.84,7,0.52,0.60,Senior PM,Optimizing,Strict,Excellent,Poor,Fixed-Price,Low,Extreme,Regular,Formal,None,Fully Colocated,Good,5,5,0.85,Medium
PROJ_0130,R&D,12,2741581.66,10,3.94,13,Kanban,Junior,1,0,1.11,Closure,Moderate,0.58,0.30,0,6.53,Low,Expert,3,Excellent,0.85,0.38,Strong,Internal,0.38,7.09,0.58,Medium,2.92,6,0.45,0.51,Junior PM,Managed,Strict,Poor,Poor,Cost-Plus,High,Extreme,Regular,Formal,None,Fully Colocated,Excellent,10,2,0.95,Critical
PROJ_0131,Construction,29,1249301.57,18,1.58,4,Kanban,Junior,1,3,2.41,Planning,Unstable,0.21,0.67,4,6.77,High,New,1,Excellent,0.30,0.90,Weak,Government,0.37,3.05,0.96,Medium,2.70,7,0.99,0.00,Junior PM,Managed,High,Excellent,Stable,Cost-Plus,High,Moderate,Strategic,Formal,Basic,Fully Colocated,Excellent,8,4,1.18,Low
